1,0,0,0,5,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,842,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,14,119,123,7215,753,2247,1099,1,931,455,841,4639,5097,90,2291,5900,2546,6209,117,2879,4362,58,583,1163,3469,4804,217,3608,3180,5406,526,641,1509,2,5813,1736,29,105,1262,4425,439,975,517,1533,346,58,3558,2159,104,301,4634,550,450,1261,14,751,376,738,1377,1539,3410,1943,491,2229,8670,4012,4053,808,5836,42,2561,1464,79,39,1946,1156,835,2159,2165,1040,59,252,3987,4473,646,3875,1625,1676,557,1144,7267,3806,604,155,2035,5708,1300,7628,462,67,3396,411,8015,739,2623,326,652,25,399,17,326,2423,1116,177,22,215,65,35557,2291,141,1240,927,7001,230,263,99,1995,14909,1059,2569,8330,48,1727,250,3906,26,94,87,53,1680,267,205,61359,165,2301,169,764,2864,3704,237,1562,55,186,120,1214,477,29,845,978,139,57,818,103,66,48,4034,981,98,151,492,3082,746,10877,571,252,30,307,2025,2905,21,290,8865,537,2054,6794,356,1409,542,6824,9806,7939,2946,1393,460,77,45,2312,1199,5214,8187,263,69,478,155,103,83,82,575,84,12162,1066,213,114,58,116,727,149,512,93,4006,75,380,39,4100,513,42,98,287,445,27,56,598,219,1857,18,128,61,220,101,16,399,73,204,26,84,791,21,0
0,1,2,3,4,5,6,8,9,10,11,12,13,14,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,97,98,99,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,134,135,136,137,138,139,140,141,142,143,144,145,147,148,149,150,151,152,153,154,155,156,157,158,159,160,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,0
